City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,South Lake Tahoe,US,2022-01-26 00:12:34,38.9332,-119.9844,44.06,42,0,0.0
283,Gamboula,CF,2022-01-26 00:12:34,4.1178,15.1393,69.26,30,85,2.24
284,Beirut,LB,2022-01-26 00:12:35,33.8889,35.4944,50.74,66,40,14.97
285,Torbay,CA,2022-01-26 00:09:29,47.6666,-52.7314,27.57,91,99,3.0
286,Cururupu,BR,2022-01-26 00:12:35,-1.8283,-44.8683,75.81,90,87,3.49
287,Goderich,CA,2022-01-26 00:12:35,43.7501,-81.7165,16.92,70,100,8.08
288,Sayyan,YE,2022-01-26 00:12:36,15.1718,44.3244,46.63,34,10,2.8
289,Ilulissat,GL,2022-01-26 00:12:36,69.2167,-51.1,14.02,52,80,23.02
290,Clyde River,CA,2022-01-26 00:08:54,70.4692,-68.5914,-12.14,97,100,8.66
291,New Iberia,US,2022-01-26 00:12:36,30.0035,-91.8187,54.97,82,100,13.8
292,Safaga,EG,2022-01-26 00:09:08,26.7292,33.9365,54.43,38,0,8.14
293,Saint-Georges,GD,2022-01-26 00:11:24,12.0564,-61.7485,77.41,72,6,12.86
294,Coxim,BR,2022-01-26 00:12:36,-18.5067,-54.76,79.14,74,60,4.32
295,Lasa,IT,2022-01-26 00:12:37,46.6166,10.7002,21.94,62,1,6.06
