City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
66,Bethel,US,2022-01-28 02:51:13,41.3712,-73.414,30.56,75,20,0.0
67,Tessalit,ML,2022-01-28 02:52:27,20.1986,1.0114,58.71,23,90,12.55
68,Lebu,CL,2022-01-28 02:49:21,-37.6167,-73.65,59.13,94,9,1.9
69,Sabratah,LY,2022-01-28 02:52:27,32.7933,12.4885,48.47,63,0,6.08
70,Shimoda,JP,2022-01-28 02:52:28,34.6667,138.95,50.36,58,98,6.24
71,Bathsheba,BB,2022-01-28 02:52:06,13.2167,-59.5167,74.01,83,40,6.91
72,Chuy,UY,2022-01-28 02:50:21,-33.6971,-53.4616,66.18,70,98,6.42
73,Nakur,IN,2022-01-28 02:52:28,29.9167,77.3,45.52,69,0,6.6
74,Bonavista,CA,2022-01-28 02:52:28,48.6499,-53.1147,15.12,67,82,11.48
75,Jiwani,PK,2022-01-28 02:52:29,25.05,61.7417,68.85,49,0,5.7
76,Nikolskoye,RU,2022-01-28 02:52:29,59.7035,30.7861,30.87,96,100,7.65
77,Umm Lajj,SA,2022-01-28 02:52:29,25.0213,37.2685,59.2,36,57,18.86
78,Aksarka,RU,2022-01-28 02:52:29,66.5606,67.7975,-2.13,99,100,3.42
79,Liverpool,GB,2022-01-28 02:51:22,53.4106,-2.9779,43.83,93,100,1.01
80,Mandurah,AU,2022-01-28 02:52:30,-32.55,115.7,83.16,41,0,4.88
81,Teguldet,RU,2022-01-28 02:52:30,57.3064,88.1667,-8.64,100,72,3.53
82,Salamanca,ES,2022-01-28 02:51:31,40.8333,-6.0,30.99,58,0,7.4
83,Port Hedland,AU,2022-01-28 02:52:30,-20.3167,118.5667,93.25,46,100,17.27
84,Vaini,TO,2022-01-28 02:52:30,-21.2,-175.2,82.96,77,34,13.91
85,Sao Joao Da Barra,BR,2022-01-28 02:52:31,-21.6403,-41.0511,75.18,92,2,13.04
86,Maumere,ID,2022-01-28 02:52:31,-8.6199,122.2111,83.35,76,100,5.08
87,Bilma,NE,2022-01-28 02:52:31,18.6853,12.9164,53.98,24,5,8.08
88,Texarkana,US,2022-01-28 02:50:21,33.4251,-94.0477,44.82,50,100,3.44
89,Jiangyou,CN,2022-01-28 02:52:31,31.7667,104.7167,44.62,73,100,3.85
90,Pompeu,BR,2022-01-28 02:52:32,-19.2244,-44.9353,69.53,79,75,1.7
91,Kodiak,US,2022-01-28 02:48:53,57.79,-152.4072,35.11,80,100,20.71
92,Carnarvon,AU,2022-01-28 02:47:58,-24.8667,113.6333,82.47,69,0,10.36
93,Esperance,AU,2022-01-28 02:52:32,-33.8667,121.9,73.24,55,8,12.26
94,Copiapo,CL,2022-01-28 02:53:32,-27.3667,-70.3333,65.44,72,0,1.41
95,Bluff,NZ,2022-01-28 02:53:33,-46.6,168.3333,68.81,58,100,7.72
96,Inhambane,MZ,2022-01-28 02:53:33,-23.865,35.3833,75.09,82,54,6.64
97,Kommunisticheskiy,RU,2022-01-28 02:53:33,61.6789,64.4819,1.36,97,91,5.14
98,Cape Town,ZA,2022-01-28 02:49:14,-33.9258,18.4232,65.08,76,20,8.05
99,Sioux Lookout,CA,2022-01-28 02:53:33,50.1001,-91.917,-7.22,83,20,2.3
100,Teya,RU,2022-01-28 02:53:34,60.3778,92.6267,-10.3,100,100,3.42
101,Avarua,CK,2022-01-28 02:53:09,-21.2078,-159.775,84.25,79,40,16.11
102,Zalantun,CN,2022-01-28 02:53:34,48.0,122.7167,7.27,69,77,13.0
103,Hithadhoo,MV,2022-01-28 02:53:34,-0.6,73.0833,81.46,67,92,15.77
104,Hillsborough,US,2022-01-28 02:48:57,37.5741,-122.3794,60.31,58,20,1.99
105,Ndele,CF,2022-01-28 02:53:34,8.4109,20.6473,67.64,24,53,7.11
106,Hobart,AU,2022-01-28 02:50:26,-42.8794,147.3294,89.02,60,40,1.01
107,Tevaitoa,PF,2022-01-28 02:53:35,-16.7833,-151.5,80.8,76,16,16.24
108,Beringovskiy,RU,2022-01-28 02:53:35,63.05,179.3167,2.34,92,100,2.84
